Name,Review,OverAll,Food,Service,Ambience,Date
TamannaS,Amazing and beautiful place to be on a Tuesday night ❤️,5,3,5,5,"Dined on September 28, 2022"
GlenysD,"Amazing location and the food was delicious , the drink os excellent",5,5,5,5,"Dined on September 26, 2022"
JodiM,We made a reservation and sat down but both waitresses walked past us twice. We also felt rush when the waitress brought the check. Not sure what that was about,3,4,2,4,"Dined on September 25, 2022"
OpenTable Diner,"The food was really good 
The place is nice 
The service is amazing 
I highly recommend",5,5,5,5,"Dined on September 25, 2022"
OpenTable Diner,Birthday brunch,5,5,1,5,"Dined on September 25, 2022"
OpenTable Diner,"Cute spot to take pictures and maybe a rooftop drink, but definitely a tourist trap in terms of a restaurant. Vibe wasn’t as classy as pictures portrayed. The “table” we booked for brunch for 10 people was a patio sectional with two small end tables maybe big enough for 6. Staff was very nice & Luckily they let us cancel our reservation with no questions asked, but this was not the “brunch” experience I was looking for. The place didn’t even serve coffee!",1,1,3,4,"Dined on September 25, 2022"
DomJ,Fun atmosphere with lots of cute photo ops. Drinks were great and perfect for brunch with friends.  Food wasn't great and hostesses were a bit stuck up but other than that a fun experience,3,2,3,5,"Dined on September 25, 2022"
SaadQ,I celebrated my 30th here ans it was a such a good time the enrgey and music were amaizng and I would recommend thsu place to anyone.,5,5,5,5,"Dined on September 25, 2022"
EKCroffie,"Great time for a girls night, date or group outing. Drinks and apps were good",4,4,4,4,"Dined on September 25, 2022"
OpenTable Diner,Birthday dinner and drinks! Food was amazing. Just wish it was a tiny bit quieter !,5,5,3,5,"Dined on September 25, 2022"
YvetteJ,"We arrived and the staff greeted us with a smile 😊 and everyone was nice and polite, the food was amazing and we had a great time",5,5,4,5,"Dined on September 25, 2022"
FancySandye,"Magic Hour is definitely the place to be. We love the food,  the ambiance and the decor.",5,5,5,5,"Dined on September 25, 2022"
SarithaP,"It’s looks like very old fashioned 
Old seating.  You needs to upgrade the furniture",2,2,2,1,"Dined on September 24, 2022"
valrates,Took forever to get service and very expensive! I do not recommend,2,1,1,3,"Dined on September 24, 2022"
FahteemaT,"A group of ladies decided to treat their bride-to-be out before she ties the knot in Las Vegas next month. The scenery was lovely and great for out photo ops for the evening. We also appreciated the fact we were able to relocate our table as it became quite windy during the evening for our reservation. We had two orders of shrimp tacos that had way too much garnish and not enough taste. When one lady advised she was just not happy with her order of sliders, the waitress was made aware of this which she then replied ' o you left it out for too long'. Again, the photo ops were greatly appreciated for the evening.",3,1,1,4,"Dined on September 24, 2022"
DIANAS,"very instagrammable place, very instagrammable place",5,4,4,3,"Dined on September 23, 2022"
Tanya,"Magic Hour was a fun space for photos! The carousel was exceptionally charming!! Love taking photos and sitting on it very much. Service was great but I did have to wait awhile which was not so nice. At least bring a glass of water over while we wait considering we walked to get to the location. The food was delicious but the late night menu option was extremely limited!! Can you please add wings, nachos, and a vegan option! It would make a huge difference. 

DJ was great and had fantastic music selection. Every time I am in NYC (3 times a year for work or pleasure) I always make a stop to Magic Hour. Keep up the good work guys😊",4,4,3,4,"Dined on September 23, 2022"
CelineN,A cute place for photos and a girls night out. Drink and food menu are extensive and pretty good.,5,3,4,5,"Dined on September 23, 2022"
Nette,"I went to celebrate my birthday. The ambiance is beautiful but the service was horrible. I had reservations. A waiter never came to my table. After over 20mins of waiting, I called a waitress over and she said that she’s wasn’t the waitress. I told her that we’ve been waiting for over 20 minutes and that’s when she took the order. When I asked if I can move to another seat due to a better ambiance she said no because the table is reserved like I was a walk-in. Later on I asked the actual hostess to move to a better seat due to the ambiance and she didn’t even know what ambiance meant. I explained to her that when I originally made my reservations I stated that I will like to be seated in a nice area due to it being my birthday. I was eventually moved to a better seat with beautiful ambiance behind me. Overall the customer experience was just bad.",1,2,1,3,"Dined on September 23, 2022"
OpenTable Diner,It was my sisters bday her first time coming here . This is my third time here. She loved it . She took a lot of pics . Everything was great.,5,5,5,5,"Dined on September 23, 2022"
OpenTable Diner,"The decor was super cute & nice seeing the view of the city, however service & food was alright",2,2,2,5,"Dined on September 23, 2022"
ChristinaL,It was ok. Not quite the hype people made out. Kind of disappointed.,3,3,4,3,"Dined on September 21, 2022"
VeryAshley,"I went on a Monday night. It was a great experience. Not busy at all. The menu was your typical bar food. But it was good. The drinks were delish. 
Overall, it was a great way to spend the last night in NYC. And the ambiance is top tier. Every angle is picture worthy. I look forward to returning for brunch the next time I’m in the city.",5,4,4,5,"Dined on September 20, 2022"
OpenTable Diner,"Somehow people are able to go to the bar without a reservation. I wouldn’t have an issue with this if they would actually have a drink and spend some time away from the photo settings. However, they spend no money and take 20/30 minutes to take photos. 

The staff was very unprofessional and unresponsive I found myself walking over to the bar to get items I needed and the attention of staff.",1,5,1,5,"Dined on September 19, 2022"
JohannaA,"Food and drinks were good. The place is even more beautiful in person. 
But the waiter took long and confused my drinks.",5,5,3,5,"Dined on September 19, 2022"
GlennysC,I love it the food was great and the experience also,5,5,5,5,"Dined on September 19, 2022"
TheBrunchQueen,This was my second time going and unfortunately I won’t be back. Way to expensive for the amount of food that was given. The host at the front annoyed me. The waitress didn’t have any answers. Everything was “we don’t have it “ or I will ask. Annoyed.,2,3,1,4,"Dined on September 18, 2022"
Rachelli,"Overall was good, the food tasty really good.
My only complaint is that it was really HOT. they need to put some fans or something.",4,5,4,2,"Dined on September 18, 2022"
Kelly,Great experience for brunch for a 16 year old birthday celebration! Highly recommend it!,4,4,5,5,"Dined on September 18, 2022"
Ashley,"Fun brunch atmosphere for sure. Food was pretty good, decor was awesome, had a table right away with making reservation. only complaint is the service. Our severe was very slow at coming over to take our order and bringing us our check, and never checked in to see if we wanted more cocktail. Food wait time was great otherwise.",4,4,2,3,"Dined on September 18, 2022"
Ahath,"The atmosphere and music were perfect. The drinks were fantastic! They must be severely understaffed though - a reservation gets you a table but not really any service. Luckily, the experience was saved by a staff member named Steven. He went above and beyond to ensure our table was happy. I would go back here again.",3,3,3,4,"Dined on September 18, 2022"
RobertaT,"It was a nice venue n view, the food options was blah n over priced . Everything was over priced to be honest at least it could hv tasted good, the people that works there were very nice. The highlight was the steps w the flowers.",4,2,4,5,"Dined on September 18, 2022"
SheLove,"Celebrated my friends birthday but the waitress got our order wrong several times and the kitchen closed so we had to wait an hour to get food based on her mistake. Overall the ambience was great, awesome for social media and drinks were pretty good. Food wasn’t worth it",5,2,1,5,"Dined on September 18, 2022"
TracyB,The place was beautiful! Service was a little slow. Drinks were good and everything priced reasonable.,5,3,4,5,"Dined on September 17, 2022"
Visitor,Food was nothing special. Staff were rude. Wouldn’t return or recommend. Was very expensive for the standard that it was.,2,2,2,2,"Dined on September 17, 2022"
OpenTable Diner,Friends bday and we had a blast!,5,5,5,5,"Dined on September 17, 2022"
Ojitosverde,"Customer service was amazing but the food is not worth the price and the drinks variety is not as diverse, great for pictures tho.",4,1,5,5,"Dined on September 17, 2022"
OpenTable Diner,"I booked this place for my friend’s birthday. I had a reservation set but when we arrived our table was not ready. It was ok because the wait wasn’t too bad but once it was ready, they did not give us enough seats to fit everybody at the moment. Once we got that together, we all were shocked that the brunch was not bottomless but when we read online, it said it was. ( Which is why I booked here in the first place.) We couldn’t decide what we wanted to eat because the options were minimal. Once we finally ordered, our food took forever to come. Our waitress barely checked on us to make sure we were ok. And it was also bad for her because we were a group of 12 and she was working by herself with several other tables in our section. The food was ok but the amount they are charging for a basic brunch was outrageous to me. The mimosas were not that great so I’m not sure what type of champagne it was but it had to do for the moment. The music gets a 3/10. It was not versatile enough. The ambience oh the whole place was an 8/10. The aesthetic was very pleasing to look at. The rooftop area was very nice and pleasing to the eye. The area where you can take pictures around the flowers and steps made for great photos. Also on the other side of the the restaurant, it had a carousel that was pink and white with pretty flowers around it as well. All great for taking pictures and the carousel actually did go around as you were on it. That was our favorite part of the whole place. My personal opinion would be for aesthetics, 10/10 but anything else… 3/10.",3,3,2,5,"Dined on September 17, 2022"
Breanne,"What a fun space! I was so impressed with the ambiance, beautiful and so fun! I enjoyed my breakfast sandwich and the cotton candy pancakes even though I’m not a sweets gal. It was so fun and I would recommend to anyone wanting to take cute photos and have a super fun time!",5,5,4,5,"Dined on September 17, 2022"
OpenTable Diner,"Entering is exciting and staff at the entrance are very nice. We had a reservation so we were seated immediately.  Music is great. We waited for 35 mins before the waitress came to our table, an hour before we got our drinks, with one order being wrong.  After and hour and 20 minutes, we ask our waitress where our food is, and she realizes she never put our order in. She may have realized sooner if she actually checked on us, but never did. It is also advertised as an open roof top location with large installations to pose with and photo ops. It is not open, it is closed and and only has the bedazzled merry go round. We cancelled the order and left immediately. Great ambiance, place has a lot of potential and they need better wait staff.",1,1,1,4,"Dined on September 17, 2022"
TracyG,We did not eat as the place was dirty and expensive,1,1,1,1,"Dined on September 17, 2022"
kaylac,"Ambiance was great, music was cool, food was mid but the desserts are over priced for what they are. Don’t order the jewelry box it’s a waste of money and ugly ☹️  Service is also mid. Great photo ops.",4,3,4,4,"Dined on September 17, 2022"
Rachel,"I had a fantastic time celebrating my birthday on a Friday night at Magic Hour with six plus ladies in my group. The staff was very accommodating and inviting. The energy  was fun. The place was was not overpacked so you were able to easily move about, take pics and receive timely service on a Friday night.  The music had you singing and moving. The service was very attentive.",5,5,5,5,"Dined on September 17, 2022"
OpenTable Diner,"They gave us an unpleasant table despite having others available, the food is bad and the cocktails are far from good.",3,1,3,3,"Dined on September 17, 2022"
OpenTable Diner,Dope atmosphere very good food and excellent view!,5,4,4,5,"Dined on September 16, 2022"
OpenTable Diner,"Tacky! We left before ordering. The interior is abysmal, don't be fooled by the photos as we, unfortunately, were ...",1,1,1,1,"Dined on September 14, 2022"
GenessyR,"Loved the area, the music it’s just right and you can hear yourself talking. The drinks were great. It’s more about the pictures and views.",5,4,5,5,"Dined on September 14, 2022"
OpenTable Diner,Ni había nada bueno ni interesante,1,1,1,2,"Dined on September 14, 2022"
OpenTable Diner,The vibe was nice. Drinks were pretty good. Food was okay. Had some sliders but they were kind of dry. It was all about the vibe and taking pictures in at the nice decorated areas.,4,3,4,5,"Dined on September 13, 2022"
Lexi,"It’s overrated. Workers weren’t welcoming and there’s a time limit so they try to pressure you out. If the food was good, I would be okay with it being overpriced but that was not the case. Overall disappointed.",1,1,1,3,"Dined on September 13, 2022"
RicardoH,this location was very fun. they had to shut down the rooftop cause of the rain but had fun being seated on the carousel,5,5,5,5,"Dined on September 12, 2022"
OpenTable Diner,Had a lovely time. The host was very nice and the service was excellent.,5,4,5,5,"Dined on September 12, 2022"
Frannie,"This was my first time at the restaurant. The scenery was beautiful.
From the start to the end. The greeter and the hostess was very welcoming. 
I had the Jersey hamburger sliders. My friend had the curly fries and chicken strips both dishes was delicious 😋
I will definitely visit this establishment again.",5,5,4,5,"Dined on September 12, 2022"
TriciaM,"We ordered the salmon salad the chicken fingers the chicken sandwich The curly fries shrimp tacos and everything was extremely salty!! 

The drinks were the best thing on the menu. Also they waitress was not Attentive",2,1,2,3,"Dined on September 12, 2022"
OpenTable Diner,Magic Hour is beautiful! We went on a rainy and still enjoyed the rooftop which is a covered awning. We sat at the carousel and had a great time! Definitely a great spot for cute pictures  drinks with your girls. Drinks weren’t too strong and the curly fries were good.,5,4,5,5,"Dined on September 11, 2022"
Mspainful,"Our server Kamilla was just rude. She walked over no salutations and just stood there staring with a pen and pad. I had to say hello first . So weird. We ordered a bottle of Prosecco she brought it over put it on the table and walked off. Every table in there, the server filled their glasses. But not ours…. There was something on my glass and she kept saying that’s the glass I had to literally scratch the glass to tell her it’s something brown inside the glass. A good server would have brought another filled glass of Prosecco considering the first was not drinkable. Other than feeling cheated out of good service. It was a good vibe.",3,4,1,4,"Dined on September 11, 2022"
AmikaH,The overall experience was great. The staff and the ambiance was wonderful,5,5,5,5,"Dined on September 11, 2022"
JohannaQ,"Service was terrible, server spell champagne overcast didn’t bother to clean up the table",2,2,1,3,"Dined on September 11, 2022"
OpenTable Diner,Love the theme. Really nice place to visit for my birthday.,5,5,5,5,"Dined on September 11, 2022"
JoyceR,It looks nice very crowded looks better on the pictures than what it really is a little bit expensive,3,3,3,2,"Dined on September 11, 2022"
Chitown,Service very slow and when we ordered a Malibu and coke they came back with captain and Coke. Send it back and asked for Bacardi and the drink came back tasting like vodka. Third time we went to the bar and it was corrected.  service needs work. Ambiance and music were good.,2,2,2,3,"Dined on September 11, 2022"
OpenTable Diner,It was pretty,4,2,4,4,"Dined on September 11, 2022"
MonaG,"Super fun unique 90 minutes limit per reservation
So good for in between or happy hour type of short visit
Maybe better after dinner time experience…
Service slow
Minimal food options
-Snacks only",5,3,4,5,"Dined on September 11, 2022"
MediaM,Our waitress was absolutely horrible! She took forever with our drinks! It was three of us 2 of us received our food the 3rd person didn’t until 45 mins later we all ordered at the same time. I had to make a complaint to the manager. The waitress asked us to keep one of our IDs so we didn’t skip out on the bill I felt she did that because we were black! When it was time to pay the bill she left my credit card in the machine and couldn’t find it at first! She barely spoke English! Terrible waitress!!!!,3,5,1,5,"Dined on September 11, 2022"
Alphaleague,"We pulled up to Magic Hour for a nice happy hour. As always, the energy and vibe of the space is great. Service is fair but as we all know what’s not why we come. I’ll be back.",4,3,2,4,"Dined on September 11, 2022"
Victoria,"Not a bad place, but very hot during the day, as there is no ventilation or at least sun shades. And very loud music for lunch time. And absolutely bad brunch menu.",3,4,5,3,"Dined on September 10, 2022"
OpenTable Diner,"The busser and waitress Dana was very attentive; drinks were great; hostess didn’t read request on reservation for carrousel table; the sliders were delicious but chkn fingers in the other hand were like any $5.fried chicken combo;
Decoration of flowers on carrousel for nice pictures is the only attraction to visit this place.",3,2,3,3,"Dined on September 10, 2022"
MichelleG,Nothing like what is posted online. I thought I was doing rooftop instead We were seated In an enclosed area with no roof top views. So much security just to have brunch with my 16-year-old daughter they even made her throw out a water bottle that was in her small backpack (we’re touring the city and had water). The food was awful. I got a chicken sandwich that had so much sauce on it the bread was soggy and falling apart. My daughter got a  salad and steak which also was drenched  in dressing even the steak had dressing. The small tables over big chairs force you to lean hunched over just to eat. Food is silver price and not worth it. Definitely did not get the experience I was expecting. Honestly my first bad review that I’ve ever written anywhere.,1,1,2,1,"Dined on September 10, 2022"
Jessicar,Food was not good at all. Drinks are okay,2,1,2,2,"Dined on September 10, 2022"
OpenTable Diner,"Service was a little slow, but very friendly and got everything right. The truffle dipping sauce with the fries was fantastic. Ambiance is more party than sit down dinner, which was what we wanted. Overall a lot of fun and perfect for my birthday and our girls night!",4,4,3,5,"Dined on September 10, 2022"
OpenTable Diner,"All drinks are pre-mixed and expensive, def price gouging and not very good. Got the sliders and they were so dry I had to douse them in ketchup. Waitress forgot she had us as a table and when I asked her if she was our waitress (even tho I knew she was), she said no and to ask the hostess who it was… (which was her). Very very very loud with speakers everywhere. The only saving grace was the view of the Empire State Building, fun sculptures, and the spinning carousel was cool but good luck getting on it when the insta influencers are there.",2,2,1,4,"Dined on September 10, 2022"
SuzHill,Celebrating NYFW & birthday,5,5,5,5,"Dined on September 10, 2022"
ScottG,Nice place but kind of expensive for the choice of views.  Still a cool place and the tapas were good.  Just expensive drinks is all.,3,3,3,4,"Dined on September 10, 2022"
OpenTable Diner,Great spot for photos. Food and drinks are good. Might have to chase after your server for service.,5,3,4,5,"Dined on September 10, 2022"
SenijaM,Amazing food. The dessert were incredible.,5,5,5,5,"Dined on September 10, 2022"
OpenTable Diner,A little overrated.  Looked nothing like the picture on Instagram. Got sat in the corner & saw zero view. Drinks were pretty good,3,4,3,2,"Dined on September 9, 2022"
PierreH,"The view and cocktails are fine, but the food is disappointed.",3,1,5,5,"Dined on September 8, 2022"
HannahLee,Magic hour is worth the ambience in going for a drink. The service was absolutely terrible for the prices.,1,1,1,5,"Dined on September 8, 2022"
GraceG,"The place was nice looking but I was expecting more. 
The tables are very low and not comfortable to eat in, we also had to ask to be moved because our table was right under the sun. Food was okay but way too pricy for what it was.
The location had flowers around but no music and nothing else more than that. The empire view is cute. 
Overrated in general.",2,4,1,2,"Dined on September 5, 2022"
RodrigoR,"Place was really nice, beautiful decorations and view of the empire state.
Food was not great, it was okay.
 workers were really nice and providing support at all times.",4,3,4,5,"Dined on September 5, 2022"
sandig,Went for my daughters birthday. It is nothing like the pictures at all. Outrageous drink and desert prices that were not worth the price. The high heel drink says serves 2-4 people it tastes horrible and it’s two drinks too. The $32 jewelry box is super small and just a bunch of balls. Not shareable. The place is small. Don’t look through IG pics as they don’t have anything they show in the pictures. Would never recommend. Extremely disappointing. Service was good manager voided check but we didn’t drink or eat anything we received.,1,1,4,1,"Dined on September 5, 2022"
TierraT,Aesthetically  pleasing but not the place you go if you want to eat very limited menu,1,1,1,5,"Dined on September 5, 2022"
MelanieD,Took a while to get service. Fun atmosphere.,4,4,1,5,"Dined on September 5, 2022"
MariaculeB,My husband & I had a good time. Food was good. Drinks was good. The ambience was very nice & we enjoyed ourselves.,4,4,4,4,"Dined on September 5, 2022"
FrancheskaW,"Its just a decorated bar. Its too loud for a conversation. All that was attractive was the ambiance. 

They need more training for their mixologist. Popular mixed drinks were ordered and it was just liquor.

Could not enjoy a sip as a social drinker.

If bored and nowhere else to go, go for it.

Very OVERPRICED!!!!!",2,1,2,5,"Dined on September 5, 2022"
Anth,"Great music, food, and service! The decor was beautiful for pictures and good vibes!",5,4,4,5,"Dined on September 5, 2022"
TaylorR,Sat there for 30 minutes and was never served. Went to go to the bathroom and came back and our water was gone,2,1,1,3,"Dined on September 5, 2022"
Ericka,"The experience was great, but I wished it was much cleaner - the seats and the dishware! Overall, the waiter/waitress was lovely, and the food was enjoyable.",4,3,3,4,"Dined on September 4, 2022"
OpenTable Diner,"Birthday, they didn’t give us the table we had asked for so it was a slight bummer and it’s extremely HOT in the facility….they could use some fans",4,3,3,3,"Dined on September 4, 2022"
ChristineC,Extremely  hot 🔥 very small space especially  if your a party of 4 or more the table was very clusters because it was so small  and they need to have a open menu throughout the day so customer can have a preference,3,2,3,3,"Dined on September 4, 2022"
MariuxiO,It was really hot . Food was alright. Drinks really good .,4,4,4,3,"Dined on September 4, 2022"
KateB,"Pretty rude staff, had to ask for things multiple times. We had a reservation for 7 people and they put us at a table that seems to normally be for 4 people. Food wasn’t very good for price and view wasn’t as good as I was hoping. Wouldn’t recommend.",3,2,2,3,"Dined on September 4, 2022"
StephenE,Alba was very accommodating for my group. Everything turned out wonderfully. I would definitely visit again when on a trip to NYC.,5,5,5,5,"Dined on September 4, 2022"
NadineV,"This is not a place to have a nice romantic dinner. It is far to noisy to have a decent conversation while eating and we sat next to the carrousel which is always full of screaming youngsters taking selfies.
This is not a place for older people who want to enjoy a rooftop bar.
Kind of dissapointed that we chose this hotel for his rooftopbar but we couldn't sit on it to enjoy the scenery due of the much too many people and noise.
The food and service was also dissapointing. I feel so sorry because the rest of the hotel was very very good.",2,2,1,1,"Dined on September 4, 2022"
Mass,"Music started out great but could have been better throughout the night. Incredible rooftop, very spacious, food was good, drinks were stellar esp Mr Pink and Moira Rose! Definitely a must go for sure.",5,4,2,5,"Dined on September 4, 2022"
OpenTable Diner,"We had a good time, very organized not crowed",4,4,4,4,"Dined on September 4, 2022"
lisal,Super cute bar with great drinks!,4,4,4,5,"Dined on September 4, 2022"
OpenTable Diner,Birthday. Pretty place. Service was meh. Food so-so,5,3,3,5,"Dined on September 4, 2022"
Amazing,The ambiance and aesthetics were fantastic however the service was lackluster. The wait staff took away my drink without asking if I was do e. The food was mediocre at best. I saw a TikTok posting that really made me add this to our agenda during a recent NY trip. No thank you for the future.,3,2,2,3,"Dined on September 4, 2022"
LukeF,Hostess was on her phone and gave us no indication process of being seated. After she realised we had sat ourselves she was extremely rude and very hostile when she approached the table. The rest of the staff were nice and the food was great but this ruined my partners 30th birthday meal.,1,4,1,3,"Dined on September 3, 2022"
JayleneH,Was not happy with their drinks at all. My daughter had a green juice & said it was disgusting. I had a mock drink. The worst ever. They sat us right in front of the carousel which was a bad idea. People literally were making lines by our table to take pictures on it. It was so annoying. The food was just ok. This place should not be hyped up at all like people do on social media platforms. For crying out loud not even their cotton candy was tasty. I mean how can you go wrong with cotton candy. It wasn’t even sweet. Very unhappy customer.,1,1,2,2,"Dined on September 3, 2022"
KarlaSsssssssssssssssssss,Everything was amazing the entire staff was bomb I would recommend anyone to go there,5,5,5,5,"Dined on September 3, 2022"
Gabs,Went for Golden Hour and they barely played any 1D songs. The You’re So Golden drink also made my friend and I have the worst stomach pain. We were having to frequent at the bathroom before and after the concert because it upset our stomachs that bad. The service was also very below par. Only checked on us once and did put us on separate tabs.,3,1,2,5,"Dined on September 3, 2022"
Eeshboo,Just need server to pay attention to us more like us not having to get their attention for our dining needs,5,5,4,5,"Dined on September 2, 2022"
OpenTable Diner,The rooftop isn’t a true rooftop experience as they try to sell it. We were wanting more rooftop ambience and were very disappointed.,2,3,2,3,"Dined on September 1, 2022"
TessB,Food and drinks were decent. The drinks came in plastic cups. And the service was terrible. We had empty drinks and plates and our waitress ignored us.,2,4,1,5,"Dined on September 1, 2022"
Barbiaaaaaaaaaaaaaaaaaaa,"I had an amazing time last night. The lighting, the drinks & the finger foods was perfect. I would definitely be back. I enjoyed my time there!! Thanks so much! The Dj was nice enough to play a song I requested. I’ll never forget this birthday!!",5,5,5,5,"Dined on August 31, 2022"
LaurenciaW,"The overall experience due to the food & drinks was mediocre but after encountering a discrimination issue with management it killed the entire vibe. If you want good food & service , this is NOT the place.",1,2,2,3,"Dined on August 31, 2022"
AvidDiner,"We didn’t get food so cannot comment on that. The host downstairs was very sweet! Ambiance was great, the way it’s designed is different than imagined but wonderful. Service was really bad. Unfriendly, slow server and drinks were too sweet. $40 for 2 drinks we left full. Good for photos, but won’t be back.",2,4,2,5,"Dined on August 30, 2022"
ilianab,"Met with friends for some drinks and food. We had a large party, the food and drinks were served fast and everything was delicious.",5,5,5,5,"Dined on August 30, 2022"
tanial,"Other than the hostess being a little short and not honoring a preferred seating choice, everything was great.  The DJ was excellent, food was good, drinks were good… atmosphere was great.  We had a great time!",4,3,3,4,"Dined on August 29, 2022"
OpenTable Diner,"From the greeting until you sit down, they make you feel they are doing you a favor. The waitress was great but honestly not worth it. The view …from any building you will get a better view.",1,3,5,1,"Dined on August 29, 2022"
Erika,Sat for 20 minutes without anyone coming to our table. I had to go and grab a waiter to ask how much longer before we’re served a glass of water. Very small food selection and the drinks were horrible. The seats we were filthy and stained. Definitely not worth the hype or money. I won’t be coming back or recommending.,1,1,1,2,"Dined on August 29, 2022"
MariaG,Excellent place and wonderful view! Very cute spot,5,5,5,5,"Dined on August 29, 2022"
OpenTable Diner,We got no service for over 40 minutes I had to get our own water,1,2,1,3,"Dined on August 28, 2022"
OpenTable Diner,It is a great restaurant. But I would but it to just get a bite with friend. Not a restaurant that you will feel fully satisfied.,4,4,4,4,"Dined on August 28, 2022"
TaliyahQ,Very slow & poor service. Food was mediocre. Beautiful aesthetic & great drinks tho.,2,2,1,5,"Dined on August 28, 2022"
TatevA,"Everything was great, but they need a better set up for the tables. The tables are too small and everything is falling out.",5,5,5,5,"Dined on August 28, 2022"
OpenTable Diner,"Not worth the hype. Save your time and money. There were so many things that went wrong with today’s experience, I feel that it’s not even worth listing everything as it will just raise my blood pressure again. You may get some cute photos and it ends there. Service was beyond terrible and food was less than mediocre. Tourist trap, not worth it. Expected more from the Tao group.",1,2,1,3,"Dined on August 28, 2022"
OpenTable Diner,We had bottle service it was great time,5,5,5,5,"Dined on August 28, 2022"
LaurenH,HORRIBLE EXPERIENCE!!! Service was terrible. All for show,1,1,1,1,"Dined on August 28, 2022"
TeeBee,"Came here to celebrate two birthdays. It was a cute set up. A little smaller than I thought and one side (side with pink animals) was cuter than the Elephant Room side. We waited 30 min to order and then 30 for the food.  The order was wrong and they had to redo it. On the plus it was back in about 20 min instead of 30. Had the grilled salmon Caesar salad and it was delish!!! Way better than I thought. Drinks definitely gave you a buzz however we were with someone who doesn’t eat sugar and 99.9% of the drinks had syrup, liqueur or some other sweetener so there were few options for them. Service could be better. Waitress didn’t check on us often, we had to beg for water, our waitress’ shift ended in the middle of our meal so we had like a total of 3 different waitresses. There was also an issue with the machines so my debit card was held and run back and forth more often than necessary so I didn’t like that. Everything that requires service was slow including drinks. Our reservation was 5 and it wasn’t very crowded so I don’t understand the delay. I will be honest they didn’t enforce a 90 min time limit with us. We left after 8pm! So we were there 3 hours and we definitely didn’t feel rushed. I was concerned about that being that their service was slow but I didn’t need to be. As we were leaving at 8ish that is when the crowd started to arrive so there began to be waits to take pics at the various areas (ie carousel and pink animals). Overall it was cute. Some things were awesome (food and ambiance) some things need work (service and communication). Ranking 3 stars but would go back again.",3,4,2,5,"Dined on August 28, 2022"
OpenTable Diner,"It was fine except we were seated next to the carousel so we were constantly surrounded by people taking pictures, asking us to take their pictures, moving because they were leaning against our table to take pictures, getting hit with bags while they moved with the turning carousel to take pictures. All of the tables around us were empty but “reserved”. Staff saw the issues we were having with at least 2 large parties crowding us but did nothing.",2,2,3,3,"Dined on August 28, 2022"
GEORGIAG,"It was our first time my friend and I and we loved every minute of it. The view as amazing but the roof top itself was spectacular. The decor was unbelievable beautiful. We took amazing pics. The vibe and the people just wonderful. Everyone  dressed beautifully, drinks were good. I had the chicken salad while my friend had chicken fingers. It was delicious.

We will definitely be going back and with more friends. 

Thank you for a great experience.",5,5,5,5,"Dined on August 28, 2022"
OpenTable Diner,"Hostess had her face glued to the phone upon entry, not friendly at all. You almost didn’t feel welcome to come in. Being enclosed, yes-you are on a rooftop, there is ZERO air circulation. Least a few fans would do them some good. The waitress didn’t come to us for over 30 minutes once we were sat down and we had to ask the runner for water several times throughout the meal. The menu is set up for brunch in “courses” first, second etc. however, you receive ALL the food together which would have been nice for them to tell you upon ordering. It was overwhelming having all the food delivered at once. The atmosphere was beautiful, but it didn’t make up for how ridiculously hot and stuffy it was. Waitress barely came back to see us during the meal, thank god for the runner who kept bringing us water…not worth the experience. Overall, food was good though.",3,5,2,4,"Dined on August 27, 2022"
Munch,"Curb to curb, an amazing experience. A MUST!",5,5,5,5,"Dined on August 27, 2022"
OpenTable Diner,The workers were very rude,2,3,1,2,"Dined on August 27, 2022"
Food4Thought,"Went for 25th birthday celebration. Booked a month before arrival and needed wheelchair assessibility seating. The two doormen were pleasant and friendly as they escorted our party of five to the elevator.  Elevator escort was also pleasant.  Once on floor of Magic Hour the hostess was not inviting and had rude attutide. She walked us to our table which resembled a small low coffee table with chairs and a low couch which didn't make any sense to me; she left and then we waited and waited for our waitress. I had to get up and take our cake to the hostess and practically insist on having the the bday caketo refrigerated becaue the waitress 20 minutes to come to our coffee table. The waitress was not attentive -worse service.  Little plates and drinks just okay. Music was okay but extremely loud. Nice decor for photos. Carousel was reserved so you could sit on it, Reserved for who because no one arrived the whole time we were there. Not worth the hassel....",2,1,1,3,"Dined on August 27, 2022"
KenaL,I really enjoyed myself. The aromatherapy was great. The pretty lights kept my attention. I really liked that I could y take picture a lot of selfies in this place,5,5,5,5,"Dined on August 27, 2022"
OpenTable Diner,My friend and I had a great time!,5,5,5,5,"Dined on August 27, 2022"
OpenTable Diner,Not worth the hype,2,2,4,5,"Dined on August 27, 2022"
Shadylady,Very nice atmosphere but no air circulation. Excellent drinks and snacks. The donuts were out of this world,4,3,4,5,"Dined on August 27, 2022"
OpenTable Diner,Good experience.,3,2,5,4,"Dined on August 27, 2022"
OpenTable Diner,My bday very happy special,5,5,5,5,"Dined on August 27, 2022"
Emily,I came here for a birthday celebration having drinks and lunch. Drinks are good. Food is ok.,3,3,3,4,"Dined on August 27, 2022"
OpenTable Diner,My birthday!,5,4,4,5,"Dined on August 26, 2022"
OpenTable Diner,Our server took so long we ordered drinks from the bar despite having reserved a table. Music and ambience was great. Drinks were just ok. Cool for the experience but the actual restaurant I would not return to,3,1,1,4,"Dined on August 26, 2022"
